time_s,activity
2.990080118179321289e+00,0.000000000000000000e+00
2.998271942138671875e+00,2.441406250000000000e-04
3.006464004516601562e+00,7.324218750000000000e-04
3.014656066894531250e+00,4.882812500000000000e-04
3.022847890853881836e+00,2.441406250000000000e-04
3.031039953231811523e+00,1.220703125000000000e-03
3.039232015609741211e+00,7.324218750000000000e-04
3.047424077987670898e+00,2.441406250000000000e-04
3.055615901947021484e+00,2.441406250000000000e-04
3.063807964324951172e+00,2.441406250000000000e-04
3.072000026702880859e+00,4.882812500000000000e-04
3.080192089080810547e+00,9.765625000000000000e-04
3.088383913040161133e+00,2.441406250000000000e-04
3.096575975418090820e+00,0.000000000000000000e+00
3.104768037796020508e+00,0.000000000000000000e+00
3.112960100173950195e+00,7.324218750000000000e-04
3.121151924133300781e+00,7.324218750000000000e-04
3.129343986511230469e+00,0.000000000000000000e+00
3.137536048889160156e+00,0.000000000000000000e+00
3.145728111267089844e+00,0.000000000000000000e+00
3.153919935226440430e+00,0.000000000000000000e+00
3.162111997604370117e+00,2.441406250000000000e-04
3.170304059982299805e+00,0.000000000000000000e+00
3.178495883941650391e+00,9.765625000000000000e-04
3.186687946319580078e+00,4.882812500000000000e-04
3.194880008697509766e+00,4.882812500000000000e-04
3.203072071075439453e+00,0.000000000000000000e+00
3.211263895034790039e+00,2.441406250000000000e-04
3.219455957412719727e+00,4.882812500000000000e-04
3.227648019790649414e+00,2.441406250000000000e-04
3.235840082168579102e+00,4.882812500000000000e-04
3.244031906127929688e+00,4.882812500000000000e-04
3.252223968505859375e+00,0.000000000000000000e+00
3.260416030883789062e+00,4.882812500000000000e-04
3.268608093261718750e+00,4.882812500000000000e-04
3.276799917221069336e+00,7.324218750000000000e-04
3.284991979598999023e+00,2.441406250000000000e-04
3.293184041976928711e+00,2.441406250000000000e-04
3.301376104354858398e+00,2.441406250000000000e-04
3.309567928314208984e+00,4.882812500000000000e-04
3.317759990692138672e+00,1.464843750000000000e-03
3.325952053070068359e+00,4.882812500000000000e-04
3.334144115447998047e+00,2.441406250000000000e-04
3.342335939407348633e+00,4.882812500000000000e-04
3.350528001785278320e+00,0.000000000000000000e+00
3.358720064163208008e+00,2.441406250000000000e-04
3.366911888122558594e+00,2.441406250000000000e-04
3.375103950500488281e+00,2.441406250000000000e-04
3.383296012878417969e+00,4.882812500000000000e-04
3.391488075256347656e+00,9.765625000000000000e-04
3.399679899215698242e+00,0.000000000000000000e+00
3.407871961593627930e+00,4.882812500000000000e-04
3.416064023971557617e+00,2.441406250000000000e-04
3.424256086349487305e+00,2.441406250000000000e-04
3.432447910308837891e+00,0.000000000000000000e+00
3.440639972686767578e+00,0.000000000000000000e+00
3.448832035064697266e+00,2.441406250000000000e-04
3.457024097442626953e+00,4.882812500000000000e-04
3.465215921401977539e+00,2.441406250000000000e-04
3.473407983779907227e+00,9.765625000000000000e-04
3.481600046157836914e+00,7.324218750000000000e-04
3.489792108535766602e+00,4.882812500000000000e-04
3.497983932495117188e+00,4.882812500000000000e-04
3.506175994873046875e+00,2.441406250000000000e-04
3.514368057250976562e+00,4.882812500000000000e-04
3.522559881210327148e+00,4.882812500000000000e-04
3.530751943588256836e+00,2.441406250000000000e-04
